Код ОП,Бренд ОП,Область,Населённый пункт название,Адрес Офиса продаж,Режим работы,Тип строения,GPS координаты. широта,GPS координаты. долгота,Дата закрытия точки,Дата открытия точки,ТП,assigned,Оплата
178618,МТС ФР,Москва и Московская область,Апрелевка,город Апрелевка улица Августовская 14,ежедн. 09:00-21:00,ТЦ,55.549669,37.068720,,,Регионал Илькевич Ольга,,
173735,МТС ФР,Москва и Московская область,Апрелевка,город Апрелевка улица Августовская 6,ежедн. 09:00-21:00,Стрит,55.549226,37.066600,,,Регионал Илькевич Ольга,,
210739,Виртуальный монобренд,Москва и Московская область,Балашиха,город Балашиха микрорайон 1 Мая 17,ежедн. 10:00-20:00,ТЦ,55.806444,37.842897,,,Регионал Илькевич Ольга,,
216040,Виртуальный монобренд,Москва и Московская область,Балашиха,город Балашиха микрорайон Дзержинского 39,ежедн. 10:00-19:00,ТЦ,55.776953,37.901413,,,Регионал Илькевич Ольга,,
227527,Виртуальный монобренд,Москва и Московская область,Балашиха,город Балашиха мкр. Павлино 35 корпус 1,ежедн. 10:00-19:00,ТЦ,55.726502,37.969326,,,Регионал Илькевич Ольга,,
174330,МТС ФР,Москва и Московская область,Балашиха,город Балашиха улица Пригородная 90,ежедн. 10:00-19:00,ТЦ,55.725676,37.994092,,,Регионал Илькевич Ольга,,
231245,Ноу-Хау,Москва и Московская область,Балашиха,город Балашиха улица Свердлова 30,ежедн. 10:00-22:00,ТЦ,55.827295,37.973636,,,Регионал Илькевич Ольга,,
174285,МТС ФР,Москва и Московская область,Балашиха,город Балашиха улица Свердлова 34,"пн-пт 09:00-20:00, вс 09:00-20:00",Стрит,55.829544,37.972093,14-09-22,15-09-22,Регионал Илькевич Ольга,,
182617,МТС ФР,Москва и Московская область,Балашиха,город Балашиха улица Фадеева 1,ежедн. 09:00-20:00,Стрит,55.794948,37.970565,,,Регионал Илькевич Ольга,,
227528,Виртуальный монобренд,Москва и Московская область,Балашиха,город Балашиха улица Юбилейная 1А,ежедн. 10:00-20:00,ТЦ,55.742946,38.017692,,,Регионал Илькевич Ольга,,
210523,МТС ФР,Москва и Московская область,Балашиха,город Балашиха шоссе Энтузиастов 11с4,ежедн. 10:00-22:00,ТЦ,55.791274,37.886252,,,Регионал Илькевич Ольга,,
224344,Ноу-Хау,Москва и Московская область,Балашиха,город Балашиха шоссе Энтузиастов 48,ежедн. 09:00-22:00,ТЦ,55.792293,37.944552,,,Регионал Илькевич Ольга,,
127997,МТС ФР,Москва и Московская область,Барыбино,поселок Барыбино улица 1-я Вокзальная 28б,ежедн. 09:00-19:00,Стрит,55.270415,37.893966,16-09-22,17-09-22,Регионал Илькевич Ольга,,
174254,МТС ФР,Москва и Московская область,Белозерский,рабочий поселок Белозерский улица Молодежная 1,ежедн. 09:00-20:00,Стрит,55.460608,38.450134,06-09-22,07-09-22,Регионал Илькевич Ольга,,
174249,МТС ФР,Москва и Московская область,Березняки,поселок городского типа Березняки участок участок 4а,"пн-пт 09:30-18:30, вс 09:30-18:30",ТУ,56.34504,38.24456,21-09-22,29-09-22,Регионал Илькевич Ольга,,
234194,МТС ФР,Москва и Московская область,Богородское,поселок городского типа Богородское улица Богородское 12,ежедн. 09:00-19:00,ТЦ,56.492841,38.185230,,,Регионал Илькевич Ольга,,
208105,МТС ФР,Москва и Московская область,Большие Вязёмы,поселок городского типа Большие Вязёмы шоссе Можайское 7,"пн-пт 09:00-20:00, вс 09:00-20:00",Стрит,55.629383,37.003114,02-09-22,03-09-22,Регионал Илькевич Ольга,,
243090,МТС ФР,Москва и Московская область,Бронницы,город Бронницы переулок Каширский 66,ежедн. 10:00-21:00,ТЦ,55.417123,38.24705,,,Регионал Илькевич Ольга,,
208106,МТС ФР,Москва и Московская область,Вербилки,поселок Вербилки улица Забырина 13,ежедн. 09:00-19:00,Стрит,56.526524,37.601151,,,Регионал Илькевич Ольга,,
245367,МТС ФР,Москва и Московская область,Верея,поселок Верея площадь Советская 4/7 стр.1,ежедн. 09:00-20:00,ТЦ,55.342321,36.185714,20-09-22,03-10-22,Регионал Илькевич Ольга,,
226190,МТС ФР,Москва и Московская область,Видное,город Видное микрорайон Солнечный 10,ежедн. 10:00-22:00,ТЦ,55.551743,37.702251,,,Регионал Илькевич Ольга,,
116672,МТС ФР,Москва и Московская область,Видное,город Видное улица Булатниковская 1д,"пн-пт 09:00-21:00, сб-вс 10:00-19:00",Стрит,55.546022,37.686629,,,Регионал Илькевич Ольга,,
243091,МТС ФР,Москва и Московская область,Восточный,поселок Восточный улица Главная 29,ежедн. 10:00-21:00,ТЦ,55.820167,37.872233,02-09-22,03-09-22,Регионал Илькевич Ольга,,
182509,МТС ФР,Москва и Московская область,Гжель,село Гжель улица Слободская .,ежедн. 09:00-19:00,ТУ,55.608636,38.396509,,,Регионал Илькевич Ольга,,
210522,МТС ФР,Москва и Московская область,Голицыно,город Голицыно площадь Привокзальная 5,ежедн. 10:00-21:00,ТЦ,55.616270,36.988258,,,Регионал Илькевич Ольга,,
174812,МТС ФР,Москва и Московская область,Горки-10,поселок Горки-10 . . 24,ежедн. 10:00-19:00,ТЦ,55.706431,37.022618,06-09-22,19-09-22,Регионал Илькевич Ольга,,
233897,Виртуальный монобренд,Москва и Московская область,Долгопрудный,город Долгопрудный улица Южная 1,ежедн. 10:00-20:00,,55.975254,37.495891,,,Регионал Илькевич Ольга,,
174395,МТС ФР,Москва и Московская область,Домодедово,город Домодедово улица Заборье 1Д,ежедн. 09:00-21:00,ТЦ,55.372774,37.783078,,,Регионал Илькевич Ольга,,
174309,МТС ФР,Москва и Московская область,Домодедово,город Домодедово улица Краснодарская 2,ежедн. 10:00-20:00,ТЦ,55.459695,37.756946,,,Регионал Илькевич Ольга,,
210772,Виртуальный монобренд,Москва и Московская область,Домодедово,город Домодедово улица Курыжова 15,ежедн. 10:00-20:00,ТЦ,55.399921,37.770042,,,Регионал Илькевич Ольга,,
210740,Виртуальный монобренд,Москва и Московская область,Домодедово,город Домодедово улица Логистическая 1c9,ежедн. 10:00-20:00,ТЦ,55.478513,37.729681,,,Регионал Илькевич Ольга,,
173995,МТС ФР,Москва и Московская область,Дорохово,поселок Дорохово улица Невкипелого 8,ежедн. 09:00-19:00,ТУ,55.550689,36.376756,,,Регионал Илькевич Ольга,,
234192,МТС ФР,Москва и Московская область,Дрезна,город Дрезна улица Революции 2,ежедн. 09:00-19:00,ТЦ,55.747611,38.849756,,,Регионал Илькевич Ольга,,
