Код ОП,Бренд ОП,Область,Населённый пункт название,Адрес Офиса продаж,Режим работы,Тип строения,GPS координаты. широта,GPS координаты. долгота,Дата закрытия точки,Дата открытия точки,ТП,assigned,Оплата
50206046,МТС ФР,Оренбургская область,Александровка,село Александровка улица Рощепкина 5,"пн-пт 09:00-19:00, перерыв 13:00-14:00; сб-вс 09:00-18:00, перерыв 13:00-14:00",ТЦ,52.682012,54.419240,,,,,400
50203683,МТС ФР,Оренбургская область,Асекеево,село Асекеево улица Советская 4А,"пн-пт 09:00-19:00, перерыв 14:00-15:00; сб-вс 10:00-17:00, перерыв 14:00-15:00",Стрит,53.578725,52.825687,,,,,400
50203763,МТС ФР,Оренбургская область,Беляевка,село Беляевка улица Советская 63/3,"пн-пт 09:00-19:00, перерыв 13:00-14:00; сб-вс 10:00-18:00, перерыв 13:00-14:00",Стрит,51.398248,56.410956,,,,,400
50203349,МТС ФР,Оренбургская область,Бугуруслан,город Бугуруслан микрорайон Первый 2,"пн-пт 09:00-19:00, перерыв 14:00-15:00; сб-вс 10:00-18:00, перерыв 14:00-15:00",Стрит,53.613270,52.405392,,,,,400
50202468,МТС ФР,Оренбургская область,Грачевка,село Грачевка улица Унщикова 2Б,"пн-пт 09:00-19:00, перерыв 14:00-15:00; сб-вс 10:00-18:00, перерыв 14:00-15:00",Стрит,52.924569,52.872305,,,,,400
50211918,МТС ФР,Оренбургская область,Илек,село Илек улица Чапаевская 18,"пн-пт 09:00-19:00, сб-вс 09:00-18:00",Стрит,51.523196,53.374912,,,,,400
50203326,МТС ФР,Оренбургская область,Кваркено,село Кваркено улица Максима Горького 24,"пн-пт 09:00-19:00, перерыв 13:00-14:00; сб-вс 10:00-18:00, перерыв 13:00-14:00",ТЦ,52.083209,59.725675,,,,,400
50208280,МТС ФР,Оренбургская область,Краснохолм,село Краснохолм улица Ленина 16,"пн-пт 09:00-20:00, перерыв 13:00-14:00; сб-вс 10:00-19:00, перерыв 13:00-14:00",Стрит,51.596405,54.160865,,,,,400
50208308,МТС ФР,Оренбургская область,Кувандык,город Кувандык улица Ленина 21/3,"пн-пт 09:00-20:00, перерыв 13:00-14:00; сб 09:00-18:00, перерыв 13:00-14:00; вс 10:00-18:00, перерыв 13:00-14:00",Стрит,51.477407,57.349828,,,,,400
50202487,МТС ФР,Оренбургская область,Кувандык,город Кувандык улица Ленина 41,"пн-пт 09:00-20:00, перерыв 13:00-14:00; сб 09:00-18:00, перерыв 13:00-14:00; вс 10:00-18:00, перерыв 13:00-14:00",Стрит,51.478746,57.349951,,,,,400
50203880,МТС ФР,Оренбургская область,Курманаевка,село Курманаевка улица Крестьянская 24,"пн-пт 09:00-20:00, перерыв 14:00-15:00; сб-вс 09:00-19:00, перерыв 14:00-15:00",ТЦ,52.507134,52.065711,,,,,400
50203185,МТС ФР,Оренбургская область,Матвеевка,село Матвеевка улица Телеграфная 71,"пн-пт 09:00-19:00, перерыв 14:00-15:00; сб-вс 09:00-18:00, перерыв 14:00-15:00",ТЦ,53.508741,53.480689,,,,,400
50202488,МТС ФР,Оренбургская область,Медногорск,город Медногорск улица Гайдара 12В,"пн-пт 09:00-20:00, перерыв 14:00-15:00; сб-вс 10:00-19:00, перерыв 14:00-15:00",ТУ,51.405584,57.585775,,,,,400
50202489,МТС ФР,Оренбургская область,Новоорск,поселок Новоорск улица Ленина 17А,"пн-пт 09:00-19:00, перерыв 14:00-15:00; сб-вс 10:00-18:00, перерыв 14:00-15:00",Стрит,51.381656,58.986792,,,,,400
50211366,МТС ФР,Оренбургская область,Новосергиевка,поселок Новосергиевка улица Базарная 4,ежедн. 09:00-19:00,Стрит,52.089803,53.642268,,,,,400
50202490,МТС ФР,Оренбургская область,Октябрьское,село Октябрьское улица Луначарского 1Б,"пн-пт 09:00-20:00, перерыв 14:00-15:00; сб-вс 10:00-19:00, перерыв 14:00-15:00",ТЦ,52.350971,55.500563,,,,,400
50208940,МТС ФР,Оренбургская область,Оренбург,город Оренбург улица Беляевская 41,"пн-пт 09:00-20:00, перерыв 11:00-11:15, перерыв 14:00-15:00, перерыв 16:30-16:45; сб-вс 10:00-19:00, перерыв 11:00-11:15, перерыв 14:00-15:00",ТЦ,51.719242,55.131927,,,,,300
50202460,МТС ФР,Оренбургская область,Оренбург,город Оренбург улица Центральная 15,ежедн. 09:00-20:00,Стрит,51.711733,55.112322,,,,,300
50202499,МТС ФР,Оренбургская область,Орск,город Орск улица Домбаровская 36,"пн-пт 09:00-19:00, перерыв 14:00-15:00; сб-вс 10:00-19:00, перерыв 14:00-15:00",Стрит,51.208048,58.619192,01-09-22,02-09-22,,,300
50203121,МТС ФР,Оренбургская область,Первомайский,поселок Первомайский улица Мирная 34,"ежедн. 09:00-20:00, перерыв 13:00-14:00",ТЦ,51.900664,51.638838,,,,,400
50203348,МТС ФР,Оренбургская область,Переволоцкий,поселок Переволоцкий улица Ленинская 113А,"пн-сб 09:00-20:00, вс 10:00-18:00",Стрит,51.874144,54.202916,,,,,400
50203694,МТС ФР,Оренбургская область,Плешаново,село Плешаново улица Мира 2,"пн-пт 09:00-20:00, перерыв 14:00-15:00; сб-вс 09:00-19:00, перерыв 14:00-15:00",ТЦ,52.848756,53.484130,,,,,400
50203927,МТС ФР,Оренбургская область,Пономарёвка,село Пономарёвка улица Карла Маркса 8/2,"пн-пт 09:00-19:00, перерыв 14:00-15:00; вс 10:00-18:00, перерыв 14:00-15:00",Стрит,53.315850,54.123493,,,,,400
50212023,Виртуальный монобренд,Оренбургская область,Сагарчин,село Сагарчин улица МАПП 1,пн-пт 10:00-18:00,Стрит,50.859594,56.128560,,,,,400
50202824,МТС ФР,Оренбургская область,Сакмара,село Сакмара улица Советская 38А,"пн-пт 09:00-19:00, перерыв 13:00-14:00; сб-вс 10:00-18:00, перерыв 13:00-14:00",Стрит,51.984117,55.335828,,,,,400
50202847,МТС ФР,Оренбургская область,Светлый,поселок Светлый улица Советская 5,"пн-пт 10:00-19:00, перерыв 14:00-15:00; сб 10:00-16:00, перерыв 14:00-15:00",Стрит,50.823154,60.855198,,,,,400
50203933,МТС ФР,Оренбургская область,Северное,село Северное улица Чапаева 49В,"пн-пт 09:00-20:00, перерыв 13:00-14:00; сб-вс 10:00-19:00, перерыв 13:00-14:00",ТЦ,54.093686,52.540259,,,,,400
50208533,МТС ФР,Оренбургская область,Соль-Илецк,город Соль-Илецк переулок Хлебный 1а,"ежедн. 09:00-21:00, перерыв 13:00-14:00",ТЦ,51.156756,54.978358,,,,,400
50202495,МТС ФР,Оренбургская область,Сорочинск,город Сорочинск улица Карла Маркса 13,"пн-пт 09:00-19:00, перерыв 14:00-15:00; сб-вс 10:00-18:00, перерыв 14:00-15:00",Стрит,52.432245,53.158336,,,,,400
50202462,МТС ФР,Оренбургская область,Ташла,село Ташла улица Довженко 37Б,"пн-сб 09:00-20:00, вс 10:00-18:00",Стрит,51.767116,52.749114,15-09-22,16-09-22,,,400
50212256,Виртуальный монобренд,Оренбургская область,Ташла,село Ташла улица Хлебная 19/4,пн-пт 10:00-17:00,Стрит,51.764944,52.743250,,,,,400
50203759,МТС ФР,Оренбургская область,Тоцкое,село Тоцкое улица Терешковой 5А,"пн-пт 09:00-19:00, перерыв 13:00-14:00; сб-вс 10:00-18:00, перерыв 13:00-14:00",Стрит,52.524805,52.743849,,,,,400
50211984,Виртуальный монобренд,Оренбургская область,Тюльган,поселок Тюльган улица Кирова 6а,"пн-пт 09:00-19:00, сб 09:00-18:00, вс 10:00-16:00",,52.342576,56.156806,,,,,400
50211365,МТС ФР,Оренбургская область,Шарлык,поселок Шарлык улица Калининская 2А,"пн-пт 09:00-19:00, сб-вс 10:00-18:00",ТЦ,52.924792,54.742004,,,,,400
50211329,МТС ФР,Оренбургская область,Энергетик,поселок Энергетик . . 24,"пн-пт 09:00-19:00, сб-вс 09:00-17:00",Стрит,51.743883,58.798310,29-09-22,30-09-22,,,400
20106423,МТС ФР,Орловская область,Болхов,город Болхов улица Первомайская 20а,ежедн. 09:00-18:00,Стрит,53.437535,36.002371,29-09-22,30-09-22,,,400
20107679,Виртуальный монобренд,Орловская область,Верховье,поселок городского типа Верховье улица Советская 55а,ежедн. 09:00-19:00,Стрит,52.811724,37.237163,,,,,400
20106422,МТС ФР,Орловская область,Верховье,поселок городского типа Верховье улица Советская 61,ежедн. 09:00-18:00,Стрит,52.812364,37.235134,,,,,400
20102373,МТС ФР,Орловская область,Глазуновка,поселок городского типа Глазуновка улица Ленина 150,"пн-чт 09:00-19:00, сб-вс 09:00-19:00",Стрит,52.49646,36.31824,,,,,400
20107677,Виртуальный монобренд,Орловская область,Долгое,поселок Долгое улица Привокзальная 31а,ежедн. 09:00-18:00,Стрит,52.056,37.536,,,,,400
20105917,МТС ФР,Орловская область,Колпна,поселок городского типа Колпна улица Советская 15а,"пн-пт 09:00-18:00, сб-вс 09:00-15:00",Стрит,52.224724,37.036816,,,,,400
20105636,МТС ФР,Орловская область,Кромы,поселок городского типа Кромы улица улица 25 Октября 5,ежедн. 09:00-18:00,Стрит,52.692632,35.778722,,,,,400
20105953,МТС ФР,Орловская область,Ливны,город Ливны улица Октябрьская 29б,ежедн. 09:00-20:00,ТЦ,52.412154,37.578460,,,,,400
20106830,МТС ФР,Орловская область,Малоархангельск,город Малоархангельск улица Карла Маркса 73а,"пн-пт 09:00-18:00, сб 09:00-14:00",Стрит,52.400517,36.500120,,,,,400
20107067,МТС ФР,Орловская область,Мценск,город Мценск улица Машиностроителей 8,ежедн. 09:00-18:00,ТЦ,53.292333,36.599673,19-09-22,20-09-22,,,400
20107947,МТС ФР,Орловская область,Мценск,город Мценск улица Тургенева 133,ежедн. 10:00-19:00,ТЦ,53.286584,36.588903,,,,,400
20107937,МТС ФР,Орловская область,Покровское,поселок городского типа Покровское улица Торговая 4,"ежедн. 08:30-17:30, перерыв 13:00-13:30",Стрит,52.613277,36.865988,06-08-22,08-08-22,,,400
20105432,МТС ФР,Орловская область,Хотынец,поселок городского типа Хотынец улица Ленина 27,"ежедн. 09:00-18:00, перерыв 13:00-13:30",Стрит,53.123883,35.394272,,,,,400
20107951,МТС ФР,Орловская область,Шаблыкино,поселок городского типа Шаблыкино улица Ленина 16,"ежедн. 09:00-19:00, перерыв 12:30-13:00",ТЦ,52.853367,35.197572,,,,,400
42105869,МТС ФР,Пензенская область,Беково,рабочий поселок Беково улица Советская 51,ежедн. 08:00-18:00,Стрит,52.46168,43.715624,,,,,400
42104132,МТС ФР,Пензенская область,Городище,город Городище улица Московская 45,ежедн. 08:00-19:00,Стрит,53.273625,45.701197,,,,,400
42105205,МТС ФР,Пензенская область,Исса,поселок городского типа Исса улица Калинина 13,ежедн. 08:00-19:00,ТЦ,53.868001,44.851413,,,,,400
42101081,МТС ФР,Пензенская область,Каменка,город Каменка улица Чкалова 21,ежедн. 09:00-20:00,ТЦ,53.1949,43.9842,,,,,400
42103177,МТС ФР,Пензенская область,Колышлей,поселок городского типа Колышлей улица Советская 24,ежедн. 08:00-19:00,ТЦ,52.698362,44.528690,,,,,400
42105247,МТС ФР,Пензенская область,Кондоль,село Кондоль улица Осипова 16,ежедн. 08:00-19:00,Стрит,52.822821,45.058111,,,,,400
42105642,МТС ФР,Пензенская область,Кузнецк,город Кузнецк проспект Победы 17,ежедн. 09:00-20:00,ТЦ,53.109072,46.589374,,,,,400
42105868,МТС ФР,Пензенская область,Наровчат,село Наровчат улица Советская 24,ежедн. 08:30-17:30,ТЦ,53.882417,43.703048,,,,,400
42105627,МТС ФР,Пензенская область,Неверкино,село Неверкино улица Куйбышева 18,ежедн. 08:00-19:00,ТЦ,52.789091,46.742212,24-09-22,26-09-22,,,400
42105626,МТС ФР,Пензенская область,Нижний Ломов,город Нижний Ломов улица Ленина 49,ежедн. 09:00-19:00,ТЦ,53.529712,43.672379,,,,,400
42105636,МТС ФР,Пензенская область,Пенза,город Пенза улица Аустрина 152Б,ежедн. 09:00-20:00,ТЦ,53.244106,45.013815,12-09-22,13-09-22,Росташ Марина Ивановна,,
42105874,МТС ФР,Пензенская область,Пенза,город Пенза улица Кижеватова 8,ежедн. 09:00-20:00,ТЦ,53.166163,44.979404,,,Росташ Марина Ивановна,,
42105394,МТС ФР,Пензенская область,Пенза,город Пенза улица Циолковского 3,ежедн. 09:00-20:00,ТЦ,53.220470,44.991424,28-09-22,01-10-22,Росташ Марина Ивановна,,
42105694,МТС ФР,Пензенская область,Русский камешкир,село Русский камешкир улица Радищева 10,"пн-пт 09:00-18:00, сб-вс 09:00-17:00",ТЦ,52.859085,46.088200,,,,,400
42105204,МТС ФР,Пензенская область,Сердобск,город Сердобск улица М.Горького 251а,ежедн. 09:00-19:00,ТЦ,52.476150,44.217988,,,,,400
42105637,МТС ФР,Пензенская область,Сосновоборск,поселок городского типа Сосновоборск улица Ленина 2Б,"пн-ср 09:00-18:00, чт 08:00-18:00, пт-вс 09:00-18:00",ТЦ,53.289249,46.251649,,,,,400
42105391,МТС ФР,Пензенская область,Спасск,город Спасск улица Ленина 7А,"пн-пт 08:00-19:00, сб-вс 09:00-18:00",ТЦ,53.925779,43.185952,,,,,400
42104076,МТС ФР,Пензенская область,Чаадаевка,поселок городского типа Чаадаевка улица Ленина 28,"пн-пт 09:00-18:00, сб-вс 09:00-17:00",Стрит,53.143469,45.918077,19-09-22,20-09-22,,,400
70722072,МТС ФР,,Александровск,город Александровск улица Ленина 14,"пн-пт 10:00-19:00, сб-вс 10:00-18:00",ТЦ,59.162741,57.579174,,,,,400
70703201,МТС ФР,Пермский край,Барда,село Барда улица Ленина 48б,"пн-пт 09:00-18:45, сб 10:00-17:00",Стрит,56.924019,55.590894,,,,,400
70717945,МТС ФР,Пермский край,Березовка,село Березовка улица Центральная 10,ежедн. 09:00-20:00,Стрит,57.606067,57.308104,,,,,400
70718834,Виртуальный монобренд,Пермский край,Большая Соснова,село Большая Соснова улица Ленина 34/1,"пн-пт 09:00-18:30, сб 10:00-16:00",ТЦ,57.668370,54.605541,,,,,400
70715441,МТС ФР,Пермский край,Горнозаводск,город Горнозаводск улица Школьная 7,ежедн. 09:00-20:00,ТЦ,58.374256,58.330865,,,,,400
70719344,Виртуальный монобренд,Пермский край,Гремячинск,город Гремячинск улица Ленина 174,"пн-сб 10:00-19:00, вс 10:00-14:30",Стрит,58.551886,57.853382,,,,,400
70719709,МТС ФР,Пермский край,Звездный,поселок городского типа Звездный улица Ленина 6г,"пн-пт 10:00-20:00, перерыв 14:00-15:00; сб 10:00-19:00, перерыв 14:00-15:00; вс 10:00-18:00, перерыв 14:00-15:00",Стрит,57.734526,56.318556,09-09-22,11-09-22,,,400
70709351,МТС ФР,Пермский край,Карагай,село Карагай улица Кирова 20,"ПН-ПТ 09:00-19:00, СБ-ВС 09:00-17:00",ТЦ,58.263333,54.932655,01-10-22,03-10-22,,,400
70715449,МТС ФР,Пермский край,Кизел,город Кизел улица Советская 28,"пн-пт 10:00-20:00, сб-вс 10:00-19:00",Стрит,59.048717,57.655312,21-09-22,22-09-22,,,400
70717924,МТС ФР,Пермский край,Кондратово,деревня Кондратово улица Культуры 1в,ежедн. 09:00-20:00,Стрит,57.976233,56.109213,28-09-22,30-09-22,,,400
70703200,МТС ФР,Пермский край,Куеда,поселок Куеда улица Гагарина 8А,ежедн. 09:00-19:30,Стрит,56.431774,55.594649,,,,,400
70717972,МТС ФР,Пермский край,Кукуштан,поселок Кукуштан тракт Пальниковский 24,"пн-сб 10:00-19:00, вс 11:00-17:00",ТЦ,57.644867,56.490979,,,,,400
70715448,МТС ФР,Пермский край,Култаево,село Култаево улица Сибирская 2,ежедн. 09:00-21:00,ТЦ,57.896711,55.962877,,,,,400
70718885,Виртуальный монобренд,Пермский край,Новые Ляды,поселок Новые Ляды улица Островского 87,ежедн. 10:00-19:00,ТЦ,58.052225,56.584441,,,,,400
70704925,МТС ФР,Пермский край,Октябрьский,поселок Октябрьский улица Ленина 66,"пн-сб 09:00-19:00, вс 10:00-17:00",Стрит,56.515488,57.208230,,,,,400
70719596,МТС ФР,Пермский край,Октябрьский,поселок Октябрьский улица Трактовая 22,ежедн. 10:00-19:00,ТЦ,56.517470,57.205005,,,,,400
70719597,МТС ФР,Пермский край,Орда,село Орда улица Трактовая 10,ежедн. 10:00-19:00,ТЦ,57.196585,56.907941,,,,,400
70703197,МТС ФР,Пермский край,Оса,город Оса улица Горького 67А,"пн-пт 09:00-20:00, сб-вс 10:00-19:00",Стрит,57.289707,55.466531,28-09-22,29-09-22,,,400
70705740,МТС ФР,Пермский край,Оханск,город Оханск улица Ленина 64,"пн-пт 09:00-19:00, сб-вс 09:00-18:00",ТЦ,57.71521,55.399059,,,,,400
70718920,МТС ФР,Пермский край,Очер,город Очер улица Ленина 46,"пн-пт 09:30-18:30, сб 09:00-17:00, вс 10:00-16:00",ТЦ,57.884727,54.716474,23-09-22,24-09-22,,,400
70721961,Виртуальный монобренд,Пермский край,Пермь,город Пермь улица Адмирала Ушакова 59В,ежедн. 09:00-21:00,Стрит,58.026729,56.000669,,,Бисеров Владимир Михайлович,,
70718916,Виртуальный монобренд,Пермский край,Пермь,город Пермь улица Героев Хасана 21,"ПН-ПТ 10:00-20:00, СБ-ВС 11:00-19:00",ТЦ,57.986717,56.258684,,,Бисеров Владимир Михайлович,,
70709290,МТС ФР,Пермский край,Пермь,город Пермь улица Докучаева 42Б,ежедн. 10:00-20:00,Стрит,58.03594,56.144148,02-10-22,04-10-22,Бисеров Владимир Михайлович,,
70722073,МТС ФР,Пермский край,Пермь,город Пермь улица Крупской 39а,ежедн. 10:00-20:00,Стрит,58.015171,56.281575,18-09-22,19-09-22,Бисеров Владимир Михайлович,,
70706345,МТС ФР,Пермский край,Пермь,город Пермь улица Куйбышева 95,ежедн. 09:00-20:00,Стрит,57.990944,56.243268,12-09-22,13-09-22,Бисеров Владимир Михайлович,,
70722069,МТС ФР,Пермский край,Пермь,город Пермь улица Ленина 89/2,ежедн. 10:00-21:00,Стрит,58.004953,56.185903,,,Бисеров Владимир Михайлович,,
70722070,МТС ФР,Пермский край,Пермь,город Пермь улица Мира 102,ежедн. 10:00-21:00,ТЦ,57.973812,56.170011,,,Бисеров Владимир Михайлович,,
70718062,МТС ФР,Пермский край,Пермь,город Пермь улица Николая Островского 101,ежедн. 10:00-20:00,Стрит,57.999764,56.271224,19-09-22,20-09-22,Бисеров Владимир Михайлович,,
70705958,МТС ФР,Пермский край,Пермь,город Пермь улица Солдатова 28а,ежедн. 10:00-21:00,ТЦ,57.972725,56.234636,,,Бисеров Владимир Михайлович,,
70713971,МТС ФР,Пермский край,Пермь,город Пермь улица Уинская 13б,ежедн. 10:00-21:00,Стрит,58.006259,56.306510,02-09-22,09-09-22,Бисеров Владимир Михайлович,,
70721793,МТС ФР,Пермский край,Пермь,город Пермь улица Ушакова 28,ежедн. 10:00-19:00,ТЦ,58.034403,56.023313,01-10-22,03-10-22,Бисеров Владимир Михайлович,,
70718190,МТС ФР,Пермский край,Пермь,город Пермь улица Цимлянская 23,ежедн. 09:00-21:00,ТЦ,58.133517,56.401363,21-09-22,22-09-22,Бисеров Владимир Михайлович,,
70717944,МТС ФР,Пермский край,Пермь,город Пермь улица Щербакова 43а,ежедн. 10:00-18:00,ТЦ,58.126931,56.388454,,,Бисеров Владимир Михайлович,,
70722736,Виртуальный монобренд,Пермский край,Пермь,город Пермь шоссе Космонавтов 256,"пн-пт 10:00-20:00, сб-вс 10:00-19:00",ТЦ,57.957967,56.126837,,,Бисеров Владимир Михайлович,,
70719266,Виртуальный монобренд,Пермский край,Соликамск,город Соликамск улица Матросова 8,"пн-пт 10:00-19:00, перерыв 13:00-13:30; сб 10:00-18:00, перерыв 13:00-13:30; вс 10:00-17:00, перерыв 13:00-13:30",ТЦ,59.699834,56.696397,,,Попова Юлия,,
70703195,МТС ФР,Пермский край,Соликамск,город Соликамск улица Северная 46,"пн-пт 10:00-20:00, сб-вс 10:00-19:00",ТЦ,59.701555,56.707895,,,Попова Юлия,,
70719584,МТС ФР,Пермский край,Суксун,пгт Суксун улица Карла Маркса 31,ежедн. 09:00-20:00,Стрит,57.141486,57.391971,,,,,400
70717918,МТС ФР,Пермский край,Уинское,село Уинское улица Коммунистическая 4,"пн-пт 09:00-19:00, сб 10:00-18:00",Стрит,56.87935,56.58599,17-09-22,18-09-22,,,400
70720296,МТС ФР,Пермский край,Усть-Качка,село Усть-Качка улица Победы 6,ежедн. 09:00-21:00,Стрит,58.005162,55.671140,21-09-22,23-09-22,,,400
70719604,МТС ФР,Пермский край,Фролы,поселок Фролы улица Сибирская 33А/1,ежедн. 09:00-21:00,Стрит,57.922999,56.271493,22-09-22,24-09-22,,,400
70719334,Виртуальный монобренд,Пермский край,Чайковский,город Чайковский улица Декабристов 23к8,"пн-пт 10:00-19:00, перерыв 13:00-13:30; сб 10:00-18:00, перерыв 13:00-13:30",ТЦ,56.741031,54.157836,17-09-22,19-09-22,,,400
70719345,МТС ФР,Пермский край,Чайковский,город Чайковский улица Ленина 22,ежедн. 09:00-19:00,ТЦ,56.778228,54.146843,15-09-22,16-09-22,,,400
70718884,Виртуальный монобренд,Пермский край,Частые,село Частые улица Карла Маркса 28,"пн-пт 10:00-18:00, сб 10:00-15:00",ТЦ,57.29207,54.973058,,,,,400
70717920,МТС ФР,Пермский край,Чернушка,город Чернушка улица Ленина 7в,ежедн. 09:00-19:00,ТЦ,56.502186,56.079317,,,,,400
70703199,МТС ФР,Пермский край,Чернушка,город Чернушка улица Юбилейная 26,ежедн. 09:00-20:00,Стрит,56.516528,56.078517,24-09-22,26-09-22,,,400
70714107,МТС ФР,Пермский край,Чусовой,город Чусовой улица Мира 9а,ежедн. 10:00-19:00,Стрит,58.271913,57.801020,,,,,400
70722071,МТС ФР,Пермский край,Юго-Камский,поселок Юго-Камский улица Советская 125,вт-сб 10:00-20:00,ТЦ,57.706575,55.584731,,,,,400
70719586,МТС ФР,Пермский край,Губаха,город Губаха проспект Ленина 46/2,"пн-пт 09:00-20:00, сб-вс 10:00-18:00",,58.836496,57.555563,,,,,400
70703216,МТС ФР,Пермский край,Нытва,город Нытва улица Карла Маркса 64,"пн-пт 09:00-20:00, сб-вс 09:00-19:00",,57.939618,55.328619,,,Бахарева Татьяна Александровна,,
90109022,МТС ФР,Приморский край,Артем,город Артем улица Фрунзе 48,ежедн. 09:00-19:00,Стрит,43.352455,132.169036,,,Фоменко Елена Владимировна,,
90109044,МТС ФР,Приморский край,Владивосток,город Владивосток проспект 100 лет Владивостоку 42А,ежедн. 09:00-21:00,ТЦ,43.151832,131.909110,,,,,400
90109055,МТС ФР,Приморский край,Владивосток,город Владивосток проспект Океанский 111А,ежедн. 09:00-21:00,Стрит,43.132859,131.899113,,,,,400
90111277,МТС ФР,Приморский край,Владивосток,город Владивосток улица Калинина 275,ежедн. 10:00-20:00,ТЦ,43.094045,131.902813,,,,,400
90109021,МТС ФР,Приморский край,Владивосток,город Владивосток улица Луговая 21А,ежедн. 10:00-20:00,ТЦ,43.111469,131.936671,,,,,400
90111174,МТС ФР,Приморский край,Владивосток,город Владивосток улица Окатовая 28,ежедн. 10:00-20:00,ТЦ,43.093373,131.917725,01-10-22,03-10-22,,,400
90112138,МТС ФР,Приморский край,Вольно-Надеждинское,село Вольно-Надеждинское улица Железнодорожная 18,ежедн. 10:00-20:00,Стрит,43.369682,131.993552,,,,,450
90111176,МТС ФР,Приморский край,Восток,поселок городского типа Восток улица Набережная 8,ежедн. 09:00-19:00,,46.448732,135.827957,,,,,450
90111280,МТС ФР,Приморский край,Дальнегорск,город Дальнегорск улица 50 лет Октября 17,ежедн. 10:00-20:00,Стрит,44.547190,135.554941,,,,,450
90109053,МТС ФР,Приморский край,Заводской,поселок Заводской улица Ленина 15,ежедн. 09:00-20:00,Стрит,43.464259,132.289080,,,,,450
90111281,МТС ФР,Приморский край,Кавалерово,поселок городского типа Кавалерово улица Центральная 7А,ежедн. 10:00-20:00,Стрит,44.263031,135.057059,01-10-22,03-10-22,,,450
90112367,МТС ФР,Приморский край,Камень-Рыболов,село Камень-Рыболов улица Трактовая 6а,ежедн. 10:00-20:00,Стрит,44.739895,132.042618,,,,,450
90111283,МТС ФР,Приморский край,Кировский,поселок Кировский улица Советская 61,ежедн. 10:00-20:00,Стрит,45.091851,133.505785,24-09-22,26-09-22,,,450
90111278,МТС ФР,Приморский край,Партизанск,город Партизанск улица Ленинская 10,ежедн. 10:00-20:00,Стрит,43.117102,133.119438,04-09-22,06-09-22,,,450
90111627,МТС ФР,Приморский край,Пластун,поселок городского типа Пластун улица Лермонтова 15,ежедн. 09:00-19:00,,44.758683,136.286026,28-09-22,12-10-22,,,450
90111284,МТС ФР,Приморский край,Покровка,село Покровка улица Советов 89,ежедн. 10:00-20:00,Стрит,43.947191,131.630210,01-10-22,03-10-22,,,450
90109781,МТС ФР,Приморский край,Сибирцево,поселок Сибирцево улица Постышева 8А,"пн-пт 09:00-18:45, сб-вс 09:00-17:45",Стрит,44.205945,132.443884,12-09-22,14-09-22,,,450
90109178,МТС ФР,Приморский край,Смоляниново,поселок Смоляниново улица Маяковского 5А,ежедн. 10:00-20:00,Стрит,43.281368,132.454019,,,,,450
90109027,МТС ФР,Приморский край,Трудовое,поселок Трудовое улица Лермонтова 77,ежедн. 09:00-20:00,Стрит,43.299586,132.063148,,,,,450
90112325,МТС ФР,Приморский край,Фокино,город Фокино улица Клубная 15а,ежедн. 10:00-20:00,ТЦ,42.974192,132.408725,,,,,450
90111287,МТС ФР,Приморский край,Черниговка,село Черниговка улица Октябрьская 60,ежедн. 10:00-20:00,Стрит,44.338569,132.582910,,,,,450
90109052,МТС ФР,Приморский край,Чугуевка,село Чугуевка улица 50 лет октября 204Б,"пн-сб 09:00-19:00, вс 09:00-17:00",Стрит,44.160612,133.857215,,,,,450
90109045,МТС ФР,Приморский край,Ярославский,город Ярославский улица Ленинская 4,ежедн. 09:00-19:00,Стрит,44.187945,132.226863,,,,,450
30707870,Виртуальный монобренд,Псковская область,Локня,поселок городского типа Локня улица Красноармейская 14а,"пн-пт 09:00-19:00, сб-вс 09:00-16:00",Стрит,56.828028,30.152392,25-09-22,26-09-22,,,400
30707865,Виртуальный монобренд,Псковская область,Опочка,город Опочка площадь Советская 9,"ежедн. 09:00-18:00, перерыв 14:00-15:00",ТЦ,56.713639,28.659756,,,,,400
80501472,Виртуальный монобренд,Республика Алтай,Горно-Алтайск,город Горно-Алтайск проспект Коммунистический 109/2,ежедн. 09:00-20:00,ТЦ,51.962445,85.912399,,,,,450
80501473,МТС ФР,Республика Алтай,Горно-Алтайск,город Горно-Алтайск проспект Коммунистический 117,ежедн. 10:00-20:00,ТЦ,51.965555,85.906303,,,,,450
50507089,МТС ФР,Республика Башкортостан,Архангельское,село Архангельское улица Сазонова 23,"пн-пт 09:00-19:00, перерыв 14:00-15:00; сб 09:00-17:00, перерыв 14:00-15:00; вс 09:00-16:00, перерыв 14:00-15:00",ТЦ,54.407441,56.786244,,,,,400
50515738,МТС ФР,Республика Башкортостан,Аскарово,село Аскарово улица Шаймуратова 4/1,"пн-пт 09:00-19:00, перерыв 13:00-14:00; сб-вс 09:00-18:00, перерыв 13:00-14:00",Стрит,53.336769,58.505801,,,,,400
50513801,МТС ФР,Республика Башкортостан,Аскино,село Аскино улица Пионерская 9/4,"ежедн. 09:00-19:00, перерыв 13:00-14:00",ТЦ,56.088463,56.577343,,,,,400
50512463,МТС ФР,Республика Башкортостан,Бижбуляк,село Бижбуляк улица Центральная 59,"пн-пт 09:00-19:00, сб-вс 09:00-18:00",ТЦ,53.697409,54.263022,,,,,400
